Variable;Outcome;TestSeed;TrainSeed;BioAct;Encoding;Variable_type;Weight;Converged;N;Beta;SE;Beta_pvalue;LRT_pvalue;Diff_AIC;pvalue;odds ratio
SNP1;Outcome;2004;1004;Heterozygous;EDGE;continuous;None;True;5000;1.852640462375044;0.21060941628638502;1.4106164878893865e-18;;;1.4106164878893865e-18;6.376634576752639
SNP2;Outcome;2004;1004;Heterozygous;EDGE;continuous;None;True;5000;-0.19141937086044714;0.12506189880718724;0.12586901625461033;;;0.12586901625461033;0.8257862048534649
SNP1;Outcome;2004;1004;NULL;Additive;continuous;None;True;5000;1.0023650145049139;0.09876524939500587;3.3489772222249075e-24;;;3.3489772222249075e-24;2.7247182124825335
SNP2;Outcome;2004;1004;NULL;Additive;continuous;None;True;5000;-0.16348974665692406;0.11229004961381936;0.1454038596905335;;;0.1454038596905335;0.8491752058416638
SNP1;Outcome;2004;1004;NULL;DOMDEV;continuous;None;True;5000;0.21275907232222036;0.33727515622417614;0.5281598567513628;;;0.5281598567513628;1.2370865669428774
SNP2;Outcome;2004;1004;NULL;DOMDEV;continuous;None;True;5000;-0.23654460938814242;0.3571580710919079;0.5077810957671446;;;0.5077810957671446;0.7893506690661775
SNP1;Outcome;2004;1004;NULL;Recessive;continuous;None;True;5000;1.5078217178130626;0.6463261379538998;0.01965278760874622;;;0.01965278760874622;4.516881028938858
SNP2;Outcome;2004;1004;NULL;Recessive;continuous;None;True;5000;0.1180503081422748;0.6777923684460206;0.8617327761246165;;;0.8617327761246165;1.12530072173216
SNP1;Outcome;2004;1004;NULL;Dominant;continuous;None;True;5000;1.0333853955046823;0.10148157725819651;2.3620209212430375e-24;;;2.3620209212430375e-24;2.8105646198844694
SNP2;Outcome;2004;1004;NULL;Dominant;continuous;None;True;5000;-0.17848567740717317;0.11622554035118814;0.12461595450550844;;;0.12461595450550844;0.8365360381566503
SNP1;Outcome;2004;1004;NULL;Codominant;categorical;None;True;5000;;;;2.4925482359241167e-22;-95.48713294155095;2.4925482359241167e-22;
SNP2;Outcome;2004;1004;NULL;Codominant;categorical;None;True;5000;;;;0.27384276311700123;1.4095976108992545;0.27384276311700123;
SNP1;Outcome;2004;1004;NULL;EDGE;continuous;None;True;5000;-3.4764683442890445;0.5128135118627114;1.2083827820440777e-11;;;1.2083827820440777e-11;0.030916404552371705
SNP2;Outcome;2004;1004;NULL;EDGE;continuous;None;True;5000;-0.19141937086044714;0.12506189880718724;0.12586901625461033;;;0.12586901625461033;0.8257862048534649
SNP1;Outcome;2007;1007;Recessive;Additive;continuous;None;True;5000;0.5148758716841909;0.08382265264455678;8.126180778440431e-10;;;8.126180778440431e-10;1.6734307687620709
SNP2;Outcome;2007;1007;Recessive;Additive;continuous;None;True;5000;-0.17852322197044332;0.11452540554934758;0.1190416160159639;;;0.1190416160159639;0.8365046313660188
SNP1;Outcome;2007;1007;Recessive;DOMDEV;continuous;None;True;5000;-2.676000566583668;0.5167948666461797;2.241917874130383e-07;;;2.241917874130383e-07;0.06883791700574993
SNP2;Outcome;2007;1007;Recessive;DOMDEV;continuous;None;True;5000;0.14575831728223496;0.40160408511857293;0.7166494624703927;;;0.7166494624703927;1.156916547524583
SNP1;Outcome;2007;1007;Recessive;Recessive;continuous;None;True;5000;5.1314905287896035;1.0097630159235091;3.737251802220604e-07;;;3.737251802220604e-07;169.26923076922978
SNP2;Outcome;2007;1007;Recessive;Recessive;continuous;None;True;5000;-0.6074721661906763;0.7694009514879134;0.4297969625583271;;;0.4297969625583271;0.5447261072261117
SNP1;Outcome;2007;1007;Recessive;Dominant;continuous;None;True;5000;0.293368822847733;0.10082649223564101;0.0036184496417077322;;;0.0036184496417077322;1.340937267540494
SNP2;Outcome;2007;1007;Recessive;Dominant;continuous;None;True;5000;-0.17651369578252527;0.11886622948451633;0.13754974101861078;;;0.13754974101861078;0.8381872994456041
SNP1;Outcome;2007;1007;Recessive;Codominant;categorical;None;True;5000;;;;8.531902773103807e-32;-139.07782114164547;8.531902773103807e-32;
SNP2;Outcome;2007;1007;Recessive;Codominant;categorical;None;True;5000;;;;0.266416540803043;1.354611495716199;0.266416540803043;
SNP1;Outcome;2007;1007;Recessive;EDGE;continuous;None;True;5000;2.4429038376563383;0.27210963833088425;2.7662300927981666e-19;;;2.7662300927981666e-19;11.506405009298476
SNP2;Outcome;2007;1007;Recessive;EDGE;continuous;None;True;5000;-0.13996431659434444;0.09559738687542978;0.1431661058448399;;;0.1431661058448399;0.8693892576148654
SNP1;Outcome;2007;1007;Sub-Additive;Additive;continuous;None;True;5000;1.0399824545237415;0.08936002061115025;2.637721063883056e-31;;;2.637721063883056e-31;2.82916737482708
SNP2;Outcome;2007;1007;Sub-Additive;Additive;continuous;None;True;5000;-0.17852322197044332;0.11452540554934758;0.1190416160159639;;;0.1190416160159639;0.8365046313660188
SNP1;Outcome;2007;1007;Sub-Additive;DOMDEV;continuous;None;True;5000;-1.1333653754096629;0.5208553272096471;0.02955753127733742;;;0.02955753127733742;0.321947955491439
SNP2;Outcome;2007;1007;Sub-Additive;DOMDEV;continuous;None;True;5000;0.14575831728223496;0.40160408511857293;0.7166494624703927;;;0.7166494624703927;1.156916547524583
SNP1;Outcome;2007;1007;Sub-Additive;Recessive;continuous;None;True;5000;4.058101269717925;1.026504095872619;7.707359112471755e-05;;;7.707359112471755e-05;57.86433793663839
SNP2;Outcome;2007;1007;Sub-Additive;Recessive;continuous;None;True;5000;-0.6074721661906763;0.7694009514879134;0.4297969625583271;;;0.4297969625583271;0.5447261072261117
SNP1;Outcome;2007;1007;Sub-Additive;Dominant;continuous;None;True;5000;1.0330464403297652;0.09347612821196027;2.157105590296423e-28;;;2.157105590296423e-28;2.809612125897623
SNP2;Outcome;2007;1007;Sub-Additive;Dominant;continuous;None;True;5000;-0.17651369578252527;0.11886622948451633;0.13754974101861078;;;0.13754974101861078;0.8381872994456041
SNP1;Outcome;2007;1007;Sub-Additive;Codominant;categorical;None;True;5000;;;;2.72760248023109e-31;-136.75342974368505;2.72760248023109e-31;
SNP2;Outcome;2007;1007;Sub-Additive;Codominant;categorical;None;True;5000;;;;0.266416540803043;1.354611495716199;0.266416540803043;
SNP1;Outcome;2007;1007;Sub-Additive;EDGE;continuous;None;True;5000;0.7890464483751114;0.41300017549911017;0.05606587237839774;;;0.05606587237839774;2.201296375425972
SNP2;Outcome;2007;1007;Sub-Additive;EDGE;continuous;None;True;5000;-0.13996431659434444;0.09559738687542978;0.1431661058448399;;;0.1431661058448399;0.8693892576148654
SNP1;Outcome;2007;1007;Additive;Additive;continuous;None;True;5000;1.0021042313078865;0.09614317777783694;1.946297971508708e-25;;;1.946297971508708e-25;2.724007744399179
SNP2;Outcome;2007;1007;Additive;Additive;continuous;None;True;5000;-0.17852322197044332;0.11452540554934758;0.1190416160159639;;;0.1190416160159639;0.8365046313660188
SNP1;Outcome;2007;1007;Additive;DOMDEV;continuous;None;True;5000;-0.7424818793619178;0.5355457997103281;0.1656241225238091;;;0.1656241225238091;0.4759312445712074
SNP2;Outcome;2007;1007;Additive;DOMDEV;continuous;None;True;5000;0.14575831728223496;0.40160408511857293;0.7166494624703927;;;0.7166494624703927;1.156916547524583
SNP1;Outcome;2007;1007;Additive;Recessive;continuous;None;True;5000;3.302796208867529;1.0546011737089724;0.0017374028639355877;;;0.0017374028639355877;27.18855761482688
SNP2;Outcome;2007;1007;Additive;Recessive;continuous;None;True;5000;-0.6074721661906763;0.7694009514879134;0.4297969625583271;;;0.4297969625583271;0.5447261072261117
SNP1;Outcome;2007;1007;Additive;Dominant;continuous;None;True;5000;1.0018479719758753;0.09873304849665629;3.415740457184515e-24;;;3.415740457184515e-24;2.723309781427788
SNP2;Outcome;2007;1007;Additive;Dominant;continuous;None;True;5000;-0.17651369578252527;0.11886622948451633;0.13754974101861078;;;0.13754974101861078;0.8381872994456041
SNP1;Outcome;2007;1007;Additive;Codominant;categorical;None;True;5000;;;;5.207451644417069e-24;-103.22390324700973;5.207451644417069e-24;
SNP2;Outcome;2007;1007;Additive;Codominant;categorical;None;True;5000;;;;0.266416540803043;1.354611495716199;0.266416540803043;
SNP1;Outcome;2007;1007;Additive;EDGE;continuous;None;True;5000;-2.19968636587885;0.3338768706613174;4.448427575900666e-11;;;4.448427575900666e-11;0.11083791546374905
SNP2;Outcome;2007;1007;Additive;EDGE;continuous;None;True;5000;-0.13996431659434444;0.09559738687542978;0.1431661058448399;;;0.1431661058448399;0.8693892576148654
SNP1;Outcome;2007;1007;Super_Additive;Additive;continuous;None;True;5000;0.9458432408459357;0.09995580890777844;3.003392569768515e-21;;;3.003392569768515e-21;2.57498379488135
SNP2;Outcome;2007;1007;Super_Additive;Additive;continuous;None;True;5000;-0.17852322197044332;0.11452540554934758;0.1190416160159639;;;0.1190416160159639;0.8365046313660188
SNP1;Outcome;2007;1007;Super_Additive;DOMDEV;continuous;None;True;5000;-0.21613051967921165;0.42002404551307393;0.6068556190855312;;;0.6068556190855312;0.8056301444230572
SNP2;Outcome;2007;1007;Super_Additive;DOMDEV;continuous;None;True;5000;0.14575831728223496;0.40160408511857293;0.7166494624703927;;;0.7166494624703927;1.156916547524583
SNP1;Outcome;2007;1007;Super_Additive;Recessive;continuous;None;True;5000;2.2015026587273128;0.8171519651517433;0.0070575474490475265;;;0.0070575474490475265;9.038585209003351
SNP2;Outcome;2007;1007;Super_Additive;Recessive;continuous;None;True;5000;-0.6074721661906763;0.7694009514879134;0.4297969625583271;;;0.4297969625583271;0.5447261072261117
SNP1;Outcome;2007;1007;Super_Additive;Dominant;continuous;None;True;5000;0.9558291191564655;0.10236135926816017;9.83635853239921e-21;;;9.83635853239921e-21;2.600826083941277
SNP2;Outcome;2007;1007;Super_Additive;Dominant;continuous;None;True;5000;-0.17651369578252527;0.11886622948451633;0.13754974101861078;;;0.13754974101861078;0.8381872994456041
SNP1;Outcome;2007;1007;Super_Additive;Codominant;categorical;None;True;5000;;;;2.1569328876435983e-19;-81.96085902742561;2.1569328876435983e-19;
SNP2;Outcome;2007;1007;Super_Additive;Codominant;categorical;None;True;5000;;;;0.266416540803043;1.354611495716199;0.266416540803043;
SNP1;Outcome;2007;1007;Super_Additive;EDGE;continuous;None;True;5000;-0.7903443519999616;0.09281881790086435;1.6671243091066467e-17;;;1.6671243091066467e-17;0.453688539824412
SNP2;Outcome;2007;1007;Super_Additive;EDGE;continuous;None;True;5000;-0.13996431659434444;0.09559738687542978;0.1431661058448399;;;0.1431661058448399;0.8693892576148654
SNP1;Outcome;2007;1007;Dominant;Additive;continuous;None;True;5000;1.0028232267334949;0.10198544706398768;8.116163984804704e-23;;;8.116163984804704e-23;2.725966997769426
SNP2;Outcome;2007;1007;Dominant;Additive;continuous;None;True;5000;-0.17852322197044332;0.11452540554934758;0.1190416160159639;;;0.1190416160159639;0.8365046313660188
SNP1;Outcome;2007;1007;Dominant;DOMDEV;continuous;None;True;5000;0.31610409099367903;0.3503678215947478;0.36694723570835486;;;0.36694723570835486;1.3717730374133312
SNP2;Outcome;2007;1007;Dominant;DOMDEV;continuous;None;True;5000;0.14575831728223496;0.40160408511857293;0.7166494624703927;;;0.7166494624703927;1.156916547524583
SNP1;Outcome;2007;1007;Dominant;Recessive;continuous;None;True;5000;1.3246966254194423;0.6716175729284153;0.0485642803713136;;;0.0485642803713136;3.7610441767068528
SNP2;Outcome;2007;1007;Dominant;Recessive;continuous;None;True;5000;-0.6074721661906763;0.7694009514879134;0.4297969625583271;;;0.4297969625583271;0.5447261072261117
SNP1;Outcome;2007;1007;Dominant;Dominant;continuous;None;True;5000;1.0372731961550958;0.10466348693387856;3.745613656585979e-23;;;3.745613656585979e-23;2.8215128032287082
SNP2;Outcome;2007;1007;Dominant;Dominant;continuous;None;True;5000;-0.17651369578252527;0.11886622948451633;0.13754974101861078;;;0.13754974101861078;0.8381872994456041
SNP1;Outcome;2007;1007;Dominant;Codominant;categorical;None;True;5000;;;;4.4084515346476354e-21;-89.74152690201117;4.4084515346476354e-21;
SNP2;Outcome;2007;1007;Dominant;Codominant;categorical;None;True;5000;;;;0.266416540803043;1.354611495716199;0.266416540803043;
SNP1;Outcome;2007;1007;Dominant;EDGE;continuous;None;True;5000;-4.77020398755679e-17;2.7462468287351675e-17;0.08238889044939583;;;0.08238889044939583;1.0
SNP2;Outcome;2007;1007;Dominant;EDGE;continuous;None;True;5000;-0.13996431659434444;0.09559738687542978;0.1431661058448399;;;0.1431661058448399;0.8693892576148654
SNP1;Outcome;2007;1007;Heterozygous;Additive;continuous;None;True;5000;0.9577698475893486;0.10215977424633542;6.903492915679814e-21;;;6.903492915679814e-21;2.605878482152006
SNP2;Outcome;2007;1007;Heterozygous;Additive;continuous;None;True;5000;-0.17852322197044332;0.11452540554934758;0.1190416160159639;;;0.1190416160159639;0.8365046313660188
SNP1;Outcome;2007;1007;Heterozygous;DOMDEV;continuous;None;True;5000;0.8727781455743389;0.43023070916227774;0.04249617486998126;;;0.04249617486998126;2.393551259084057
SNP2;Outcome;2007;1007;Heterozygous;DOMDEV;continuous;None;True;5000;0.14575831728223496;0.40160408511857293;0.7166494624703927;;;0.7166494624703927;1.156916547524583
SNP2;Outcome;2007;1007;Heterozygous;Recessive;continuous;None;True;5000;-0.6074721661906763;0.7694009514879134;0.4297969625583271;;;0.4297969625583271;0.5447261072261117
SNP1;Outcome;2007;1007;Heterozygous;Recessive;continuous;None;True;5000;0.18258861514779048;0.8372982173321737;0.8273755085813895;;;0.8273755085813895;1.2003205128205112
SNP1;Outcome;2007;1007;Heterozygous;Dominant;continuous;None;True;5000;1.002916836112507;0.1042373614286618;6.489583530287174e-22;;;6.489583530287174e-22;2.7262221857911038
SNP2;Outcome;2007;1007;Heterozygous;Dominant;continuous;None;True;5000;-0.17651369578252527;0.11886622948451633;0.13754974101861078;;;0.13754974101861078;0.8381872994456041
SNP1;Outcome;2007;1007;Heterozygous;Codominant;categorical;None;True;5000;;;;5.3781102161293513e-20;-84.73872961671259;5.3781102161293513e-20;
SNP2;Outcome;2007;1007;Heterozygous;Codominant;categorical;None;True;5000;;;;0.266416540803043;1.354611495716199;0.266416540803043;
SNP1;Outcome;2007;1007;Heterozygous;EDGE;continuous;None;True;5000;4.1900503660397375;0.5950146692443145;1.8959801451507504e-12;;;1.8959801451507504e-12;66.02611635066567
SNP2;Outcome;2007;1007;Heterozygous;EDGE;continuous;None;True;5000;-0.13996431659434444;0.09559738687542978;0.1431661058448399;;;0.1431661058448399;0.8693892576148654
SNP1;Outcome;2007;1007;NULL;Additive;continuous;None;True;5000;1.0021042313078865;0.09614317777783694;1.946297971508708e-25;;;1.946297971508708e-25;2.724007744399179
SNP2;Outcome;2007;1007;NULL;Additive;continuous;None;True;5000;-0.17852322197044332;0.11452540554934758;0.1190416160159639;;;0.1190416160159639;0.8365046313660188
SNP1;Outcome;2007;1007;NULL;DOMDEV;continuous;None;True;5000;-0.7424818793619178;0.5355457997103281;0.1656241225238091;;;0.1656241225238091;0.4759312445712074
SNP2;Outcome;2007;1007;NULL;DOMDEV;continuous;None;True;5000;0.14575831728223496;0.40160408511857293;0.7166494624703927;;;0.7166494624703927;1.156916547524583
SNP1;Outcome;2007;1007;NULL;Recessive;continuous;None;True;5000;3.302796208867529;1.0546011737089724;0.0017374028639355877;;;0.0017374028639355877;27.18855761482688
SNP2;Outcome;2007;1007;NULL;Recessive;continuous;None;True;5000;-0.6074721661906763;0.7694009514879134;0.4297969625583271;;;0.4297969625583271;0.5447261072261117
SNP1;Outcome;2007;1007;NULL;Dominant;continuous;None;True;5000;1.0018479719758753;0.09873304849665629;3.415740457184515e-24;;;3.415740457184515e-24;2.723309781427788
SNP2;Outcome;2007;1007;NULL;Dominant;continuous;None;True;5000;-0.17651369578252527;0.11886622948451633;0.13754974101861078;;;0.13754974101861078;0.8381872994456041
